1	52 
2	18 
3	29 
4	65 
5	22 
6	46 
7	41 
8	33 
9	8 
10	71 
11	35 
12	14 
13	40 
14	24 
15	57 
16	61 
17	64 
18	79 
19	48 
20	88 
21	57 
22	73 
23	57 
24	41 
25	8 
26	41 
27	14 
28	31 
29	13 
30	48 
31	31 
32	8 
33	52 
34	70 
35	90 
36	26 
37	68 
38	15 
39	82 
40	21 
41	57 
42	46 
43	39 
44	54 
45	14 
46	74 
47	26 
48	70 
49	22 
50	66 
51	39 
52	11 
53	14 
54	5 
55	25 
56	58 
57	60 
58	75 
59	26 
60	26 
61	69 
62	79 
63	81 
64	85 
65	41 
66	31 
67	73 
68	58 
69	71 
70	31 
71	91 
72	71 
73	83 
74	68 
75	29 
76	44 
77	15 
78	23 
79	7 
80	28 
81	23 
82	93 
83	6 
84	71 
85	75 
86	79 
87	14 
88	76 
89	27 
90	18 
91	44 
92	69 
93	80 
94	56 
95	37 
96	11 
97	69 
98	72 
99	6 
100	47 
101	12 
102	26 
103	56 
104	71 
105	74 
106	40 
107	71 
108	52 
109	9 
110	19 
111	25 
112	65 
113	2 
114	56 
115	18 
116	27 
117	57 
118	16 
119	81 
120	77 
121	93 
122	91 
123	67 
124	64 
125	16 
126	70 
127	85 
128	54 
129	52 
130	20 
131	48 
132	15 
133	38 
134	24 
135	31 
136	12 
137	9 
138	93 
139	14 
140	69 
141	73 
142	71 
143	56 
144	17 
145	28 
146	18 
147	3 
148	37 
149	14 
150	75 
151	33 
152	31 
153	44 
154	23 
155	18 
156	32 
157	32 
158	75 
159	81 
160	18 
161	88 
162	58 
163	88 
164	19 
165	34 
166	43 
167	29 
168	70 
169	40 
170	81 
171	41 
172	78 
173	88 
174	74 
175	8 
176	8 
177	19 
178	30 
179	64 
180	23 
181	40 
182	60 
183	73 
184	15 
185	92 
186	89 
187	60 
188	16 
189	46 
190	84 
191	81 
192	19 
193	18 
194	29 
195	75 
196	92 
197	80 
198	49 
199	77 
200	73 
201	20 
202	69 
203	9 
204	6 
205	91 
206	67 
207	13 
208	52 
209	78 
210	79 
211	73 
212	81 
213	81 
214	70 
215	44 
216	46 
217	46 
218	42 
219	55 
220	10 
221	83 
222	54 
223	64 
224	26 
225	10 
226	45 
227	49 
228	60 
229	79 
230	57 
231	21 
232	71 
233	71 
234	37 
235	71 
236	50 
237	42 
238	37 
239	58 
