1	28 
2	20 
3	81 
4	35 
5	26 
6	99 
7	62 
8	88 
9	77 
10	23 
11	99 
12	98 
13	46 
14	79 
15	69 
16	33 
17	80 
18	75 
19	102 
20	99 
21	104 
22	96 
23	77 
24	12 
25	27 
26	76 
27	3 
28	74 
29	104 
30	76 
31	25 
32	49 
33	73 
34	37 
35	59 
36	25 
37	62 
38	36 
39	57 
40	79 
41	83 
42	23 
43	50 
44	61 
45	90 
46	95 
47	16 
48	60 
49	29 
50	99 
51	58 
52	80 
53	24 
54	36 
55	32 
56	92 
57	6 
58	59 
59	28 
60	83 
61	86 
62	20 
63	41 
64	51 
65	41 
66	24 
67	37 
68	24 
69	22 
70	56 
71	90 
72	68 
73	6 
74	7 
75	102 
76	86 
77	104 
78	90 
79	13 
80	102 
81	77 
82	49 
83	91 
84	93 
85	58 
86	81 
87	72 
88	47 
89	14 
90	35 
91	71 
92	57 
93	74 
94	34 
95	101 
96	61 
97	104 
98	13 
99	96 
100	87 
101	18 
102	29 
103	82 
104	12 
105	99 
106	77 
107	84 
108	60 
109	19 
110	20 
111	37 
112	58 
113	7 
114	50 
115	72 
116	58 
117	61 
118	93 
119	59 
120	38 
121	94 
122	77 
123	42 
124	6 
125	70 
126	88 
127	96 
128	91 
129	87 
130	31 
131	81 
132	83 
133	44 
134	80 
135	85 
136	79 
137	51 
138	85 
139	13 
140	92 
141	27 
142	43 
143	23 
144	88 
145	26 
146	37 
147	48 
148	14 
149	32 
150	20 
151	59 
152	87 
153	79 
154	23 
155	15 
156	9 
157	75 
158	85 
159	29 
160	38 
161	66 
162	10 
163	82 
164	16 
165	87 
166	72 
167	96 
168	78 
169	25 
170	35 
171	84 
172	32 
173	97 
174	99 
175	14 
176	76 
177	33 
178	100 
179	90 
180	68 
181	15 
182	101 
183	61 
184	6 
185	41 
186	10 
187	62 
188	57 
189	33 
190	8 
191	102 
192	102 
193	72 
194	24 
195	71 
196	22 
197	81 
198	1 
199	58 
200	99 
201	49 
202	96 
203	37 
204	54 
205	87 
206	104 
207	50 
208	37 
209	92 
210	3 
211	14 
212	42 
213	30 
214	40 
215	35 
216	40 
217	73 
218	12 
219	10 
220	7 
221	31 
222	93 
223	47 
224	62 
225	94 
226	59 
227	47 
228	88 
229	103 
230	95 
231	82 
232	3 
233	59 
234	104 
235	91 
236	38 
237	56 
238	51 
239	83 
240	55 
241	103 
242	10 
243	92 
244	84 
245	95 
246	88 
247	77 
248	77 
249	90 
250	92 
251	93 
252	62 
253	9 
254	101 
255	29 
256	19 
257	5 
258	60 
259	60 
260	86 
261	10 
262	17 
263	99 
264	61 
265	48 
266	54 
267	18 
268	58 
269	77 
270	31 
271	79 
272	82 
273	90 
274	35 
275	16 
276	78 
277	80 
278	95 
279	16 
280	49 
281	83 
282	81 
283	54 
284	24 
285	58 
286	67 
287	10 
288	21 
289	81 
290	57 
291	58 
292	80 
293	14 
294	78 
295	31 
296	70 
297	39 
298	63 
299	6 
300	35 
301	9 
302	62 
303	13 
304	40 
305	47 
306	77 
307	82 
308	60 
309	67 
310	21 
311	77 
312	31 
313	15 
314	45 
315	75 
316	9 
317	91 
318	6 
319	28 
320	27 
321	44 
322	86 
323	5 
324	90 
325	77 
326	94 
327	93 
328	26 
329	71 
330	77 
331	73 
332	4 
333	66 
334	86 
335	21 
336	10 
337	91 
338	78 
339	13 
340	41 
341	85 
342	84 
343	86 
344	80 
345	15 
346	90 
347	59 
348	59 
349	71 
350	30 
351	80 
352	59 
353	36 
354	36 
355	73 
356	52 
357	77 
358	82 
359	90 
360	38 
361	91 
362	11 
363	95 
364	57 
365	57 
366	81 
367	86 
368	21 
369	45 
370	84 
371	4 
372	9 
373	58 
374	28 
375	88 
376	36 
377	27 
378	11 
379	81 
380	102 
381	79 
382	20 
383	36 
384	80 
385	77 
386	50 
387	47 
388	78 
389	77 
390	67 
391	55 
392	54 
393	104 
394	5 
395	20 
396	103 
397	35 
398	96 
399	58 
400	29 
401	99 
402	84 
403	95 
404	102 
405	99 
406	83 
407	35 
408	31 
409	104 
410	86 
411	83 
412	80 
413	15 
414	85 
415	50 
416	79 
417	80 
418	90 
419	83 
420	57 
421	68 
422	80 
423	31 
424	26 
425	42 
426	85 
427	27 
428	11 
429	38 
430	21 
431	47 
432	78 
433	13 
434	48 
435	78 
436	59 
437	91 
438	72 
439	47 
440	57 
441	84 
442	20 
443	81 
444	48 
445	43 
446	82 
447	76 
448	64 
449	72 
450	16 
451	29 
452	39 
453	57 
454	6 
455	58 
456	61 
457	90 
458	10 
459	88 
460	17 
461	21 
462	37 
463	13 
464	30 
465	65 
466	90 
467	15 
468	68 
469	30 
470	96 
471	95 
472	95 
473	27 
474	101 
475	57 
476	44 
477	87 
478	6 
479	47 
480	88 
481	84 
482	56 
483	37 
484	74 
485	64 
486	55 
487	77 
488	14 
489	67 
490	45 
491	65 
492	28 
493	84 
494	102 
495	49 
496	66 
497	62 
498	51 
499	72 
500	102 
501	79 
502	81 
503	78 
504	70 
505	97 
506	21 
507	6 
508	73 
509	15 
510	36 
511	84 
512	26 
513	26 
514	35 
515	40 
516	33 
517	84 
518	22 
519	6 
520	22 
521	41 
522	7 
523	99 
524	24 
525	14 
526	82 
527	52 
528	46 
529	7 
530	65 
531	20 
532	51 
533	73 
534	91 
535	72 
536	68 
537	91 
538	78 
539	26 
540	82 
541	59 
542	96 
543	1 
544	16 
545	82 
546	91 
547	61 
548	100 
549	1 
550	87 
551	86 
552	99 
553	81 
554	15 
555	55 
556	21 
557	102 
558	90 
559	6 
560	10 
561	21 
562	45 
563	94 
564	59 
565	97 
566	99 
567	18 
568	36 
569	31 
570	34 
571	44 
572	30 
573	3 
574	1 
575	80 
576	72 
577	26 
578	47 
579	3 
580	84 
581	56 
582	5 
583	72 
584	102 
585	6 
586	58 
587	50 
588	62 
589	80 
590	101 
591	11 
592	8 
593	93 
594	71 
595	87 
596	28 
597	76 
598	1 
599	91 
600	73 
601	24 
602	93 
603	3 
604	58 
605	80 
606	77 
607	18 
608	34 
609	32 
610	63 
611	46 
612	80 
613	36 
614	83 
615	102 
616	81 
617	45 
618	85 
619	6 
620	53 
621	66 
622	10 
623	26 
624	21 
625	93 
626	4 
627	26 
628	24 
629	59 
630	16 
631	38 
632	8 
633	94 
634	14 
635	94 
636	37 
637	33 
638	86 
639	102 
640	6 
641	1 
642	6 
643	57 
644	81 
645	95 
646	14 
647	74 
648	71 
649	99 
650	78 
651	27 
652	2 
653	15 
654	73 
655	81 
656	48 
657	56 
658	92 
659	6 
660	70 
661	31 
662	6 
663	64 
664	96 
665	27 
666	63 
667	26 
668	1 
669	73 
670	78 
671	54 
672	99 
673	29 
674	96 
675	6 
676	32 
677	3 
678	91 
679	92 
680	5 
681	75 
682	57 
683	76 
684	34 
685	84 
686	66 
687	92 
688	19 
689	60 
690	55 
691	21 
692	84 
693	67 
694	15 
695	64 
696	71 
697	26 
698	78 
699	95 
700	26 
701	50 
702	86 
703	31 
704	20 
705	24 
706	49 
707	50 
708	57 
709	58 
710	30 
711	36 
712	67 
713	91 
714	47 
715	43 
716	22 
717	82 
718	93 
719	30 
720	50 
721	7 
722	77 
723	35 
724	103 
725	44 
726	69 
727	60 
728	83 
729	42 
730	99 
731	4 
732	72 
733	5 
734	20 
735	102 
736	84 
737	85 
738	76 
739	10 
740	30 
741	95 
742	99 
743	78 
744	36 
745	5 
746	1 
747	78 
748	40 
749	14 
750	43 
751	21 
752	99 
753	14 
754	83 
755	104 
756	36 
757	94 
758	47 
759	47 
760	83 
761	82 
762	23 
763	95 
764	20 
765	83 
766	89 
767	47 
768	36 
769	10 
770	49 
