1	5 
2	25 
3	16 
4	3 
5	15 
6	23 
7	26 
8	16 
9	10 
10	5 
11	10 
12	2 
13	16 
14	2 
15	23 
16	7 
17	11 
18	32 
19	27 
20	24 
21	25 
22	2 
23	15 
24	34 
25	20 
26	13 
27	17 
28	18 
29	5 
30	1 
31	3 
32	15 
33	3 
34	3 
35	36 
36	31 
37	21 
38	16 
39	17 
40	25 
41	11 
42	25 
43	22 
44	28 
45	11 
46	13 
47	32 
48	11 
49	34 
50	2 
51	25 
52	6 
53	19 
54	3 
55	10 
56	10 
57	18 
58	13 
59	23 
60	34 
61	9 
62	35 
63	27 
64	35 
65	32 
66	22 
67	25 
68	37 
69	13 
70	10 
71	5 
72	32 
73	22 
74	5 
75	33 
76	9 
77	24 
78	10 
79	21 
80	24 
81	17 
82	27 
83	9 
84	14 
85	22 
86	5 
87	3 
88	15 
89	14 
90	4 
91	19 
92	22 
93	28 
94	26 
95	22 
96	21 
97	10 
98	16 
99	9 
100	32 
101	27 
102	22 
103	15 
104	19 
105	13 
106	26 
107	20 
108	12 
109	21 
110	3 
111	15 
112	7 
113	19 
114	15 
115	21 
116	23 
117	35 
118	31 
119	9 
120	37 
121	35 
122	26 
123	32 
124	21 
125	1 
126	34 
127	15 
128	12 
129	35 
130	24 
131	16 
132	21 
133	23 
134	23 
135	1 
136	11 
137	33 
138	25 
139	12 
140	1 
141	31 
142	30 
143	25 
144	10 
145	14 
146	16 
147	3 
148	23 
149	1 
150	19 
151	26 
152	5 
153	15 
154	11 
155	11 
156	5 
157	2 
158	3 
159	5 
160	25 
161	8 
162	26 
163	5 
164	15 
165	16 
166	37 
167	19 
168	12 
169	21 
170	16 
171	15 
172	18 
173	1 
174	32 
175	3 
176	33 
177	8 
178	23 
179	35 
180	8 
181	23 
182	10 
183	32 
184	22 
185	22 
186	13 
187	13 
188	4 
189	5 
190	19 
191	4 
192	9 
193	21 
194	22 
195	16 
196	5 
197	37 
198	37 
199	12 
200	26 
201	11 
202	24 
203	28 
204	3 
205	32 
206	24 
207	14 
208	13 
209	18 
210	19 
211	26 
212	25 
213	30 
214	26 
215	33 
216	15 
217	4 
218	11 
219	37 
220	3 
221	13 
222	26 
223	10 
224	2 
225	2 
226	23 
227	19 
228	24 
229	13 
230	31 
231	19 
232	11 
233	13 
234	9 
235	5 
236	11 
237	19 
238	5 
239	19 
240	1 
241	28 
242	5 
243	11 
244	30 
245	36 
246	26 
247	7 
248	5 
249	11 
250	21 
251	18 
252	11 
253	36 
254	5 
255	20 
256	31 
257	19 
258	18 
259	15 
260	11 
261	16 
262	5 
263	20 
264	20 
265	2 
266	15 
267	16 
268	16 
269	8 
270	32 
271	16 
272	6 
273	6 
274	16 
275	20 
276	37 
277	35 
278	22 
279	24 
280	28 
281	21 
282	10 
283	26 
284	13 
285	19 
286	32 
287	20 
288	9 
289	14 
290	23 
291	28 
292	10 
293	24 
294	28 
295	9 
296	22 
297	22 
298	23 
299	32 
300	18 
301	32 
302	34 
303	26 
304	5 
305	14 
306	4 
307	36 
308	36 
309	1 
310	2 
311	13 
312	19 
313	11 
314	22 
315	10 
316	26 
317	11 
318	37 
319	2 
320	8 
321	21 
322	27 
323	22 
324	35 
325	3 
326	33 
327	23 
328	26 
329	23 
330	5 
331	20 
332	1 
333	33 
334	15 
335	12 
336	13 
337	6 
338	26 
339	9 
340	31 
341	2 
342	17 
343	11 
344	22 
345	11 
346	32 
347	23 
348	35 
349	1 
350	3 
351	15 
352	37 
353	24 
354	14 
355	18 
356	11 
357	14 
358	28 
359	9 
360	25 
361	10 
362	5 
363	11 
364	37 
365	24 
366	22 
367	13 
368	36 
369	22 
370	9 
371	30 
372	15 
373	3 
374	6 
375	22 
376	9 
377	21 
378	23 
379	11 
380	19 
381	10 
382	20 
383	18 
384	21 
385	16 
386	13 
387	15 
388	34 
389	11 
390	32 
391	37 
392	28 
393	5 
394	21 
395	23 
396	22 
397	16 
398	7 
399	10 
400	20 
401	32 
402	11 
403	32 
404	16 
405	27 
406	22 
407	36 
408	13 
409	9 
410	37 
411	26 
412	3 
413	11 
414	20 
415	32 
416	19 
417	16 
418	32 
419	22 
420	24 
421	24 
422	1 
423	9 
424	32 
425	32 
426	22 
427	22 
428	15 
429	25 
430	23 
431	25 
432	35 
433	34 
434	26 
435	18 
436	15 
437	20 
438	19 
439	33 
440	17 
441	11 
442	27 
443	24 
444	5 
445	16 
446	37 
447	11 
448	4 
449	5 
450	18 
451	3 
452	5 
453	31 
454	25 
455	15 
456	10 
457	3 
458	1 
459	35 
460	9 
461	22 
462	21 
463	15 
464	22 
465	22 
466	27 
467	1 
468	1 
469	11 
